"date","state","county","city","facility_name","facility_type_state","ctp_facility_category","state_fed_regulated","state_facility_id","facility_cms_id","date_outbreak_opened","date_outreak_closed","outbreak_status","resident_census","resident_positives","resident_probable","resident_deaths","resident_probable_deaths","staff_positive","staff_probable","staff_deaths","staff_probable_deaths","resident_staff_positives","resident_staff_probable_positives","resident_staff_deaths","resident_staff_probable_deaths","outbreak_resident_positives","outbreak_resident_probable","outbreak_resident_deaths","outbreak_resident_probable_deaths","outbreak_staff_positive","outbreak_staff_probable","outbreak_staff_deaths","outbreak_staff_probable_deaths","outbreak_resident_staff_positives","outbreak_resident_staff_probable_positives","outbreak_resident_staff_deaths","outbreak_resident_staff_probable_deaths","outbreak_residents_tested","staff_tested","personal_protective_equipment"
20201014,"OH","Darke",,"Brookdale Senior Living","Assisted Living",,,,,,,,,"1",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Delaware",,"Country-View of Sunbury","Assisted Living",,,,,,,,,"4",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Delaware",,"First and Main Lewis Center","Assisted Living",,,,,,,,,"16",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Delaware",,"Ganzhorn Suites","Assisted Living",,,,,,,,,"2",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Delaware",,"Inn at Bear Trail","Assisted Living",,,,,,,,,"8",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Delaware",,"Inn at Olentangy Trail","Assisted Living",,,,,,,,,"4",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Delaware",,"Powell Assisted Living and Memory Care","Assisted Living",,,,,,,,,"1",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Erie",,"Commons of Providence","Assisted Living",,,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Erie",,"Ohio Veterans Home","Assisted Living",,,,,,,,,"1",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Erie",,"Parkvue","Assisted Living",,,,,,,,,"1",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Erie",,"Portland Place","Assisted Living",,,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Fairfield",,"Abbington of Pickerington Assisted Living","Assisted Living",,,,,,,,,"1",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Fairfield",,"Bickford of Lancaster","Assisted Living",,,,,,,,,"50",,,,"22",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Fayette",,"Carriage Court of Washington Court House","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Alpine House","Assisted Living",,,,,,,,,"16",,,,"8",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Amber Park Assisted Living","Assisted Living",,,,,,,,,"1",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Arlington Court","Assisted Living",,,,,,,,,"8",,,,"11",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Ashford on Broad","Assisted Living",,,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Ashford on Sturbridge","Assisted Living",,,,,,,,,"2",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Bickford of Bexley","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Bickford of Scioto","Assisted Living",,,,,,,,,"0",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Bickford of Worthington","Assisted Living",,,,,,,,,"4",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Brookdale Lakeview Crossing","Assisted Living",,,,,,,,,"0",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Brookdale Muirfield","Assisted Living",,,,,,,,,"14",,,,"6",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Brookdale Pinnacle","Assisted Living",,,,,,,,,"1",,,,"9",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Brookdale Trillium Crossing","Assisted Living",,,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Canal Winchester Rehabilitation Center","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Carriage Court of Hilliard","Assisted Living",,,,,,,,,"3",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Cherry Blossom Senior Living","Assisted Living",,,,,,,,,"16",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Chestnut Hill Senior Living","Assisted Living",,,,,,,,,"1",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Claremont Retirement Village","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"First and Main of New Albany","Assisted Living",,,,,,,,,"0",,,,"5",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"First Community Village","Assisted Living",,,,,,,,,"0",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Friendship Village of Columbus","Assisted Living",,,,,,,,,"0",,,,"10",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Glenwood Alzheimer's Special Care Center","Assisted Living",,,,,,,,,"1",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Inn at Summit Trail","Assisted Living",,,,,,,,,"22",,,,"15",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Inniswood Village","Assisted Living",,,,,,,,,"5",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Kemper House - Worthington","Assisted Living",,,,,,,,,"0",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Kensington Place","Assisted Living",,,,,,,,,"2",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Lincoln Village","Assisted Living",,,,,,,,,"9",,,,"7",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"New Albany Rehab and Assisted Living","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"New Salem Manor","Assisted Living",,,,,,,,,"6",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Oakleaf Village of Columbus","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Ohio Living Westminster -Thurber","Assisted Living",,,,,,,,,"5",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Otterbein New Albany SeniorLife Neighborhood","Assisted Living",,,,,,,,,"6",,,,"6",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Paramount Senior Living","Assisted Living",,,,,,,,,"10",,,,"5",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Parkside Village Senior Living","Assisted Living",,,,,,,,,"9",,,,"7",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Scioto Community","Assisted Living",,,,,,,,,"5",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Senior Star of Dublin Village","Assisted Living",,,,,,,,,"1",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Smith's Mill Run Health Campus","Assisted Living",,,,,,,,,"0",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Story Point Senior Living","Assisted Living",,,,,,,,,"0",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Stygler Commons","Assisted Living",,,,,,,,,"9",,,,"6",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Summit's Trace Healthcare Center","Assisted Living",,,,,,,,,"17",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Sunrise of Dublin","Assisted Living",,,,,,,,,"1",,,,"7",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Sunrise of Gahanna","Assisted Living",,,,,,,,,"1",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"The Forum at Knightsbridge","Assisted Living",,,,,,,,,"19",,,,"20",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"The Grand of Dublin","Assisted Living",,,,,,,,,"3",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"The Woodlands of Columbus","Assisted Living",,,,,,,,,"0",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Three Creeks Senior Living","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Traditions at Mill Run","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Trueman Pointe Care Center","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Villas at St Therese","Assisted Living",,,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Violet Springs","Assisted Living",,,,,,,,,"5",,,,"19",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Wesley Glen Retirement Community","Assisted Living",,,,,,,,,"30",,,,"24",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Wesley Ridge","Assisted Living",,,,,,,,,"1",,,,"5",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Wesley Woods at New Albany","Assisted Living",,,,,,,,,"20",,,,"15",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Westerville Senior Living","Assisted Living",,,,,,,,,"3",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Wexner Heritage House","Assisted Living",,,,,,,,,"1",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Whetstone Rehab Center and Skilled Nursing","Assisted Living",,,,,,,,,"3",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Franklin",,"Willow Brook Christian Home","Assisted Living",,,,,,,,,"12",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Fulton",,"Swanton Healthcare Center","Assisted Living",,,,,,,,,"7",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Geauga",,"Amelia Grace Assisted Living","Assisted Living",,,,,,,,,"7",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Geauga",,"The Weils","Assisted Living",,,,,,,,,"4",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Greene",,"Brookdale Beavercreek","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Greene",,"Brookdale Fox Run","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Greene",,"Elmcroft of Xenia","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Greene",,"Harbor Chase","Assisted Living",,,,,,,,,"1",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Greene",,"Preserves at Beavercreek","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Greene",,"Traditions of Beavercreek","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Greene",,"Trinity of Beavercreek","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Greene",,"Wickshire Fairborn","Assisted Living",,,,,,,,,"0",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Alois Alzheimer Center","Assisted Living",,,,,,,,,"10",,,,"11",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Artis Senior Living Bridgetown","Assisted Living",,,,,,,,,"0",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Barrington House of Oakley","Assisted Living",,,,,,,,,"7",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Bayley Place","Assisted Living",,,,,,,,,"2",,,,"13",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Beechwood Home","Assisted Living",,,,,,,,,"0",,,,"13",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Bridgeway Pointe","Assisted Living",,,,,,,,,"14",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Brookdale Kenwood","Assisted Living",,,,,,,,,"0",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Brookwood","Assisted Living",,,,,,,,,"34",,,,"21",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Christian Village of Mt Healthy","Assisted Living",,,,,,,,,"1",,,,"8",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Cottingham Retirement","Assisted Living",,,,,,,,,"35",,,,"15",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Deupree House","Assisted Living",,,,,,,,,"0",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Evergreen Retirement Community","Assisted Living",,,,,,,,,"2",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Kenwood by Senior Star","Assisted Living",,,,,,,,,"2",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Lodge Nursing and Rehab Center","Assisted Living",,,,,,,,,"0",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Northgate Park","Assisted Living",,,,,,,,,"8",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Norwood Tower's Post Acute","Assisted Living",,,,,,,,,"6",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Sanctuary Pointe","Assisted Living",,,,,,,,,"12",,,,"14",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"St Paul Village","Assisted Living",,,,,,,,,"1",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"The Ashford of Mt Washington","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Triple Creek","Assisted Living",,,,,,,,,"14",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hamilton",,"Twin Towers Senior Living Community","Assisted Living",,,,,,,,,"25",,,,"11",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hancock",,"Birchaven","Assisted Living",,,,,,,,,"6",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hancock",,"Brookdale Assisted Living","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hancock",,"Primrose Retirement Community","Assisted Living",,,,,,,,,"17",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Henry",,"Van Crest LTC","Assisted Living",,,,,,,,,"2",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Hocking",,"Carlin House","Assisted Living",,,,,,,,,"23",,,,"14",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Holmes",,"Walnut Hills","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Huron",,"Willows at Willard","Assisted Living",,,,,,,,,"3",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Knox",,"Concepts in Community Living","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Knox",,"Country Club Rehabilitation","Assisted Living",,,,,,,,,"2",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Knox",,"Ohio Eastern Star Home","Assisted Living",,,,,,,,,"1",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lake",,"Brittany Residential","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lake",,"Brookdale Wickliffe","Assisted Living",,,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lake",,"Danbury Senior Living","Assisted Living",,,,,,,,,"1",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lake",,"Ivy House Assisted Living","Assisted Living",,,,,,,,,"2",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lake",,"Ohio Living Breckenridge Village AL","Assisted Living",,,,,,,,,"7",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lake",,"Salida Woods","Assisted Living",,,,,,,,,"0",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lake",,"Tapestry Senior Living Wickliffe","Assisted Living",,,,,,,,,"0",,,,"3",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lake",,"The Enclave of Newell Creek","Assisted Living",,,,,,,,,"0",,,,"2",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lawrence",,"Close to Home","Assisted Living",,,,,,,,,"3",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lawrence",,"Wyngate at Riversedge","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Licking",,"Chestnut House","Assisted Living",,,,,,,,,"1",,,,"0",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Licking",,"Kendal at Granville","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Licking",,"Middleton Senior Living","Assisted Living",,,,,,,,,"29",,,,"19",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lorain",,"Independence Village","Assisted Living",,,,,,,,,"0",,,,"1",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lorain",,"O'Neill Healthcare North Ridgeville","Assisted Living",,,,,,,,,"12",,,,"4",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lorain",,"Wesleyan Village","Assisted Living",,,,,,,,,"5",,,,"7",,,,,,,,,,,,,,,,,,,,,,
20201014,"OH","Lucas",,"Arbors at Oregon","Assisted Living",,,,,,,,,"35",,,,"25",,,,,,,,,,,,,,,,,,,,,,
